"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"12","E1798FF8","GO301_24_2902","Jamaica","2902","0","76789C63","0"
"12","E1798FF8","GO301_24_2904","Jamaica","2904","0","76789C63","0"
"12","E1798FF8","GO301_24_2905","Atlantic Terminal","2905","1","76789C63W","0"
"12","E1798FF8","GO301_24_2906","Jamaica","2906","0","76789C63","0"
"12","E1798FF8","GO301_24_2907","Atlantic Terminal","2907","1","76789C63W","0"
"12","E1798FF8","GO301_24_2910","Jamaica","2910","0","76789C63","1"
"12","E1798FF8","GO301_24_2911","Atlantic Terminal","2911","1","76789C63W","0"
"12","E1798FF8","GO301_24_2914","Jamaica","2914","0","76789C63","1"
"12","E1798FF8","GO301_24_2916","Jamaica","2916","0","76789C63","1"
"12","E1798FF8","GO301_24_2918","Jamaica","2918","0","76789C63","1"
"12","E1798FF8","GO301_24_2919","Atlantic Terminal","2919","1","76789C63W","0"
"12","E1798FF8","GO301_24_2920","Jamaica","2920","0","76789C63","1"
"12","E1798FF8","GO301_24_2922","Jamaica","2922","0","76789C63","1"
"12","E1798FF8","GO301_24_2923","Atlantic Terminal","2923","1","76789C63W","0"
"12","E1798FF8","GO301_24_2924","Jamaica","2924","0","76789C63","1"
"12","E1798FF8","GO301_24_2925","Atlantic Terminal","2925","1","76789C63W","0"
"12","E1798FF8","GO301_24_2926","Jamaica","2926","0","76789C63","1"
"12","E1798FF8","GO301_24_2927","Atlantic Terminal","2927","1","76789C63W","0"
"12","E1798FF8","GO301_24_2928","Jamaica","2928","0","76789C63","1"
"12","E1798FF8","GO301_24_2931","Atlantic Terminal","2931","1","76789C63W","0"
"12","E1798FF8","GO301_24_2933","Atlantic Terminal","2933","1","76789C63W","0"
"12","E1798FF8","GO301_24_2935","Atlantic Terminal","2935","1","76789C63W","0"
"12","E1798FF8","GO301_24_2936","Jamaica","2936","0","76789C63","1"
"12","E1798FF8","GO301_24_2937","Atlantic Terminal","2937","1","76789C63W","0"
"12","E1798FF8","GO301_24_2938","Jamaica","2938","0","76789C63","1"
"12","E1798FF8","GO301_24_2939","Atlantic Terminal","2939","1","76789C63W","0"
"12","E1798FF8","GO301_24_2940","Jamaica","2940","0","76789C63","1"
"12","E1798FF8","GO301_24_2941","Atlantic Terminal","2941","1","76789C63W","0"
"12","E1798FF8","GO301_24_2943","Atlantic Terminal","2943","1","76789C63W","0"
"12","E1798FF8","GO301_24_2946","Jamaica","2946","0","76789C63","1"
"12","E1798FF8","GO301_24_2947","Atlantic Terminal","2947","1","76789C63W","0"
"12","E1798FF8","GO301_24_2948","Jamaica","2948","0","76789C63","1"
"12","E1798FF8","GO301_24_2950","Jamaica","2950","0","76789C63","1"
"12","E1798FF8","GO301_24_2951","Atlantic Terminal","2951","1","76789C63W","0"
"12","E1798FF8","GO301_24_2955","Atlantic Terminal","2955","1","76789C63W","0"
