"trip_id","arrival_time","departure_time","stop_id","stop_sequence","pickup_type","drop_off_type"
"GO301_24_2073_3","22:45:00","22:46:00","102","12","0","0"
"GO301_24_2073_3","22:54:00","22:54:00","214","13","0","0"
"GO301_24_2073_3","23:05:00","23:05:00","349","14","0","0"
"GO301_24_2073_4","21:47:00","21:47:00","179","1","0","0"
"GO301_24_2073_4","21:54:00","21:54:00","33","2","0","0"
"GO301_24_2073_4","21:58:00","21:58:00","29","3","0","0"
"GO301_24_2073_4","22:03:00","22:03:00","44","4","0","0"
"GO301_24_2073_4","22:08:00","22:08:00","220","5","0","0"
"GO301_24_2073_4","22:13:00","22:13:00","59","6","0","0"
"GO301_24_2073_4","22:18:00","22:18:00","20","7","0","0"
"GO301_24_2073_4","22:23:00","22:23:00","92","8","0","0"
"GO301_24_2073_4","22:31:00","22:31:00","132","9","0","0"
"GO301_24_2073_4","22:45:00","22:46:00","102","10","0","0"
"GO301_24_2073_4","22:50:00","22:50:00","55","11","0","0"
"GO301_24_2073_4","22:54:00","22:54:00","214","12","0","0"
"GO301_24_2073_4","23:05:00","23:05:00","349","13","0","0"
"GO301_24_2073_5","21:47:00","21:47:00","179","1","0","0"
"GO301_24_2073_5","21:54:00","21:54:00","33","2","0","0"
"GO301_24_2073_5","21:58:00","21:58:00","29","3","0","0"
"GO301_24_2073_5","22:03:00","22:03:00","44","4","0","0"
"GO301_24_2073_5","22:08:00","22:08:00","220","5","0","0"
"GO301_24_2073_5","22:13:00","22:13:00","59","6","0","0"
"GO301_24_2073_5","22:18:00","22:18:00","20","7","0","0"
"GO301_24_2073_5","22:23:00","22:23:00","92","8","0","0"
"GO301_24_2073_5","22:31:00","22:31:00","132","9","0","0"
"GO301_24_2073_5","22:41:00","22:41:00","86","10","1","1"
"GO301_24_2073_5","22:45:00","22:46:00","102","11","0","0"
"GO301_24_2073_5","22:50:00","22:50:00","55","12","0","0"
"GO301_24_2073_5","22:54:00","22:54:00","214","13","0","0"
"GO301_24_2073_5","23:05:00","23:05:00","349","14","0","0"
"GO301_24_2073_6","21:47:00","21:47:00","179","1","0","0"
"GO301_24_2073_6","21:54:00","21:54:00","33","2","0","0"
"GO301_24_2073_6","21:58:00","21:58:00","29","3","0","0"
"GO301_24_2073_6","22:03:00","22:03:00","44","4","0","0"
"GO301_24_2073_6","22:08:00","22:08:00","220","5","0","0"
"GO301_24_2073_6","22:13:00","22:13:00","59","6","0","0"
"GO301_24_2073_6","22:18:00","22:18:00","20","7","0","0"
"GO301_24_2073_6","22:23:00","22:23:00","92","8","0","0"
"GO301_24_2073_6","22:31:00","22:31:00","132","9","0","0"
"GO301_24_2073_6","22:35:00","22:35:00","359","10","0","0"
"GO301_24_2073_6","22:45:00","22:46:00","102","11","0","0"
"GO301_24_2073_6","22:50:00","22:50:00","55","12","0","0"
"GO301_24_2073_6","22:54:00","22:54:00","214","13","0","0"
"GO301_24_2073_6","23:05:00","23:05:00","349","14","0","0"
"GO301_24_2075","22:50:00","22:50:00","179","1","0","0"
"GO301_24_2075","22:57:00","22:57:00","33","2","0","0"
"GO301_24_2075","23:01:00","23:01:00","29","3","0","0"
"GO301_24_2075","23:06:00","23:06:00","44","4","0","0"
"GO301_24_2075","23:11:00","23:11:00","220","5","0","0"
"GO301_24_2075","23:16:00","23:16:00","59","6","0","0"
"GO301_24_2075","23:21:00","23:21:00","20","7","0","0"
"GO301_24_2075","23:26:00","23:26:00","92","8","0","0"
"GO301_24_2075","23:34:00","23:34:00","132","9","0","0"
"GO301_24_2075","23:48:00","23:49:00","102","10","0","0"
"GO301_24_2075","23:57:00","23:57:00","214","11","0","0"
"GO301_24_2075","24:08:00","24:08:00","349","12","0","0"
"GO301_24_2075_1","22:50:00","22:50:00","179","1","0","0"
"GO301_24_2075_1","22:57:00","22:57:00","33","2","0","0"
"GO301_24_2075_1","23:01:00","23:01:00","29","3","0","0"
"GO301_24_2075_1","23:06:00","23:06:00","44","4","0","0"
"GO301_24_2075_1","23:11:00","23:11:00","220","5","0","0"
"GO301_24_2075_1","23:16:00","23:16:00","59","6","0","0"
"GO301_24_2075_1","23:21:00","23:21:00","20","7","0","0"
"GO301_24_2075_1","23:26:00","23:26:00","92","8","0","0"
"GO301_24_2075_1","23:34:00","23:34:00","132","9","0","0"
"GO301_24_2075_1","23:44:00","23:44:00","86","10","1","1"
"GO301_24_2075_1","23:48:00","23:49:00","102","11","0","0"
"GO301_24_2075_1","23:57:00","23:57:00","214","12","0","0"
"GO301_24_2075_1","24:08:00","24:08:00","349","13","0","0"
"GO301_24_2075_2","23:11:00","23:11:00","179","1","0","0"
"GO301_24_2075_2","23:18:00","23:18:00","33","2","0","0"
"GO301_24_2075_2","23:22:00","23:22:00","29","3","0","0"
"GO301_24_2075_2","23:27:00","23:27:00","44","4","0","0"
"GO301_24_2075_2","23:32:00","23:32:00","220","5","0","0"
"GO301_24_2075_2","23:37:00","23:37:00","59","6","0","0"
"GO301_24_2075_2","23:42:00","23:42:00","20","7","0","0"
"GO301_24_2075_2","23:48:00","23:48:00","92","8","0","0"
"GO301_24_2075_2","23:59:00","23:59:00","132","9","0","0"
"GO301_24_2075_2","24:09:00","24:09:00","86","10","1","1"
"GO301_24_2075_2","24:14:00","24:15:00","102","11","0","0"
"GO301_24_2075_2","24:24:00","24:24:00","214","12","0","0"
"GO301_24_2075_2","24:35:00","24:35:00","349","13","0","0"
"GO301_24_2076","20:01:00","20:01:00","349","1","0","0"
"GO301_24_2076","20:13:00","20:13:00","214","2","0","0"
"GO301_24_2076","20:22:00","20:23:00","102","3","0","0"
"GO301_24_2076","20:27:00","20:27:00","86","4","1","1"
"GO301_24_2076","20:36:00","20:36:00","132","5","0","0"
"GO301_24_2076","20:44:00","20:44:00","92","6","0","0"
"GO301_24_2076","20:50:00","20:50:00","20","7","0","0"
"GO301_24_2076","20:54:00","20:54:00","59","8","0","0"
"GO301_24_2076","21:00:00","21:00:00","220","9","0","0"
"GO301_24_2076","21:05:00","21:05:00","44","10","0","0"
"GO301_24_2076","21:10:00","21:10:00","29","11","0","0"
"GO301_24_2076","21:14:00","21:14:00","33","12","0","0"
"GO301_24_2076","21:22:00","21:22:00","179","13","0","0"
"GO301_24_2076_1","20:01:00","20:01:00","349","1","0","0"
"GO301_24_2076_1","20:13:00","20:13:00","214","2","0","0"
"GO301_24_2076_1","20:18:00","20:18:00","55","3","0","0"
"GO301_24_2076_1","20:22:00","20:23:00","102","4","0","0"
"GO301_24_2076_1","20:27:00","20:27:00","86","5","1","1"
"GO301_24_2076_1","20:36:00","20:36:00","132","6","0","0"
"GO301_24_2076_1","20:44:00","20:44:00","92","7","0","0"
"GO301_24_2076_1","20:50:00","20:50:00","20","8","0","0"
"GO301_24_2076_1","20:54:00","20:54:00","59","9","0","0"
"GO301_24_2076_1","21:00:00","21:00:00","220","10","0","0"
"GO301_24_2076_1","21:05:00","21:05:00","44","11","0","0"
"GO301_24_2076_1","21:10:00","21:10:00","29","12","0","0"
"GO301_24_2076_1","21:14:00","21:14:00","33","13","0","0"
"GO301_24_2076_1","21:22:00","21:22:00","179","14","0","0"
"GO301_24_2078","21:00:00","21:00:00","349","1","0","0"
"GO301_24_2078","21:12:00","21:12:00","214","2","0","0"
"GO301_24_2078","21:21:00","21:23:00","102","3","0","0"
"GO301_24_2078","21:27:00","21:27:00","86","4","1","1"
"GO301_24_2078","21:32:00","21:32:00","359","5","0","0"
"GO301_24_2078","21:38:00","21:38:00","132","6","0","0"
"GO301_24_2078","21:46:00","21:46:00","92","7","0","0"
"GO301_24_2078","21:51:00","21:51:00","20","8","0","0"
"GO301_24_2078","21:55:00","21:55:00","59","9","0","0"
"GO301_24_2078","22:01:00","22:01:00","220","10","0","0"
"GO301_24_2078","22:06:00","22:06:00","44","11","0","0"
"GO301_24_2078","22:11:00","22:11:00","29","12","0","0"
"GO301_24_2078","22:15:00","22:15:00","33","13","0","0"
"GO301_24_2078","22:23:00","22:23:00","179","14","0","0"
"GO301_24_2082","23:08:00","23:08:00","349","1","0","0"
"GO301_24_2082","23:20:00","23:20:00","214","2","0","0"
"GO301_24_2082","23:29:00","23:31:00","102","3","0","0"
"GO301_24_2082","23:43:00","23:43:00","359","4","0","0"
"GO301_24_2082","23:49:00","23:49:00","132","5","0","0"
"GO301_24_2082","23:57:00","23:57:00","92","6","0","0"
"GO301_24_2082","24:02:00","24:02:00","20","7","0","0"
"GO301_24_2082","24:06:00","24:06:00","59","8","0","0"
"GO301_24_2082","24:12:00","24:12:00","220","9","0","0"
"GO301_24_2082","24:17:00","24:17:00","44","10","0","0"
"GO301_24_2082","24:22:00","24:22:00","29","11","0","0"
"GO301_24_2082","24:26:00","24:26:00","33","12","0","0"
"GO301_24_2082","24:34:00","24:34:00","179","13","0","0"
"GO301_24_2082_1","23:08:00","23:08:00","349","1","0","0"
"GO301_24_2082_1","23:20:00","23:20:00","214","2","0","0"
"GO301_24_2082_1","23:25:00","23:25:00","55","3","0","0"
"GO301_24_2082_1","23:29:00","23:31:00","102","4","0","0"
"GO301_24_2082_1","23:43:00","23:43:00","359","5","0","0"
"GO301_24_2082_1","23:49:00","23:49:00","132","6","0","0"
"GO301_24_2082_1","23:57:00","23:57:00","92","7","0","0"
"GO301_24_2082_1","24:02:00","24:02:00","20","8","0","0"
"GO301_24_2082_1","24:06:00","24:06:00","59","9","0","0"
"GO301_24_2082_1","24:12:00","24:12:00","220","10","0","0"
"GO301_24_2082_1","24:17:00","24:17:00","44","11","0","0"
"GO301_24_2082_1","24:22:00","24:22:00","29","12","0","0"
"GO301_24_2082_1","24:26:00","24:26:00","33","13","0","0"
"GO301_24_2082_1","24:34:00","24:34:00","179","14","0","0"
"GO301_24_2103","07:19:00","07:19:00","59","1","0","0"
"GO301_24_2103","07:24:00","07:24:00","20","2","0","0"
"GO301_24_2103","07:29:00","07:29:00","92","3","0","0"
"GO301_24_2103","07:34:00","07:34:00","213","4","0","0"
"GO301_24_2103","07:37:00","07:37:00","39","5","0","0"
"GO301_24_2103","07:40:00","07:40:00","132","6","0","0"
"GO301_24_2103","07:42:00","07:42:00","127","7","0","0"
"GO301_24_2103","07:45:00","07:45:00","152","8","0","0"
"GO301_24_2103","07:56:00","07:57:00","102","9","0","0"
"GO301_24_2103","08:15:00","08:15:00","237","10","0","0"
"GO301_24_2128","06:37:00","06:37:00","241","1","0","0"
"GO301_24_2128","06:44:00","06:44:00","148","2","0","0"
"GO301_24_2128","06:49:00","06:49:00","50","3","0","0"
"GO301_24_2128","06:58:00","07:06:00","102","4","0","0"
"GO301_24_2350","13:08:00","13:08:00","237","1","0","0"
"GO301_24_2350","13:28:00","13:28:00","102","2","0","0"
"GO301_24_2360","16:22:00","16:22:00","237","1","0","0"
"GO301_24_2360","16:41:00","16:41:00","102","2","0","0"
"GO301_24_2442","17:09:00","17:09:00","349","1","0","0"
"GO301_24_2442","17:29:00","17:34:00","102","2","0","0"
"GO301_24_2501","06:34:00","06:34:00","213","1","0","0"
"GO301_24_2501","06:37:00","06:37:00","39","2","0","0"
"GO301_24_2501","06:40:00","06:40:00","132","3","0","0"
"GO301_24_2501","06:42:00","06:42:00","127","4","0","0"
"GO301_24_2501","06:45:00","06:45:00","152","5","0","0"
"GO301_24_2501","06:48:00","06:48:00","359","6","0","0"
"GO301_24_2501","06:50:00","06:50:00","175","7","0","0"
"GO301_24_2501","06:53:00","06:53:00","89","8","0","0"
"GO301_24_2501","06:58:00","06:59:00","102","9","0","0"
"GO301_24_2501","07:03:00","07:03:00","107","10","0","0"
"GO301_24_2501","07:05:00","07:05:00","55","11","0","0"
"GO301_24_2501","07:21:00","07:21:00","237","12","0","0"
"GO301_24_2503","08:14:00","08:14:00","92","1","0","0"
"GO301_24_2503","08:18:00","08:18:00","213","2","0","0"
"GO301_24_2503","08:21:00","08:21:00","39","3","0","0"
"GO301_24_2503","08:24:00","08:24:00","132","4","0","0"
"GO301_24_2503","08:26:00","08:26:00","127","5","0","0"
"GO301_24_2503","08:29:00","08:29:00","152","6","0","0"
"GO301_24_2503","08:31:00","08:31:00","63","7","0","0"
"GO301_24_2503","08:40:00","08:41:00","102","8","0","0"
"GO301_24_2503","09:01:00","09:01:00","237","9","0","0"
"GO301_24_2601","07:47:00","07:47:00","213","1","0","0"
"GO301_24_2601","07:50:00","07:50:00","39","2","0","0"
"GO301_24_2601","07:52:00","07:52:00","132","3","0","0"
"GO301_24_2601","07:54:00","07:54:00","127","4","0","0"
"GO301_24_2601","07:56:00","07:56:00","152","5","0","0"
"GO301_24_2601","07:59:00","07:59:00","359","6","0","0"
"GO301_24_2601","08:02:00","08:02:00","175","7","0","0"
"GO301_24_2601","08:05:00","08:05:00","89","8","0","0"
"GO301_24_2601","08:12:00","08:13:00","102","9","0","0"
"GO301_24_2601","08:21:00","08:21:00","50","10","0","0"
"GO301_24_2601","08:26:00","08:26:00","148","11","0","0"
"GO301_24_2601","08:33:00","08:33:00","241","12","0","0"
"GO301_24_2699","07:15:00","07:15:00","92","1","0","0"
"GO301_24_2699","07:20:00","07:20:00","213","2","0","0"
"GO301_24_2699","07:23:00","07:23:00","39","3","0","0"
"GO301_24_2699","07:26:00","07:26:00","132","4","0","0"
"GO301_24_2699","07:27:00","07:27:00","127","5","0","0"
"GO301_24_2699","07:29:00","07:29:00","152","6","0","0"
"GO301_24_2699","07:35:00","07:35:00","175","7","0","0"
"GO301_24_2699","07:38:00","07:38:00","89","8","0","0"
"GO301_24_2699","07:44:00","07:45:00","102","9","0","0"
"GO301_24_2699","08:03:00","08:03:00","349","10","0","0"
"GO301_24_2701","00:07:00","00:07:00","65","1","0","0"
"GO301_24_2701","00:11:00","00:11:00","101","2","0","0"
"GO301_24_2701","00:13:00","00:13:00","114","3","0","0"
"GO301_24_2701","00:15:00","00:15:00","32","4","0","0"
"GO301_24_2701","00:18:00","00:18:00","217","5","0","0"
"GO301_24_2701","00:20:00","00:20:00","94","6","0","0"
"GO301_24_2701","00:23:00","00:23:00","66","7","0","0"
"GO301_24_2701","00:27:00","00:27:00","211","8","0","0"
"GO301_24_2701","00:30:00","00:30:00","180","9","0","0"
"GO301_24_2701","00:33:00","00:33:00","122","10","0","0"
"GO301_24_2701","00:35:00","00:35:00","119","11","0","0"
"GO301_24_2701","00:42:00","00:43:00","102","12","0","0"
"GO301_24_2701","01:03:00","01:03:00","237","13","0","0"
"GO301_24_2701_1","00:32:00","00:32:00","65","1","0","0"
"GO301_24_2701_1","00:36:00","00:36:00","101","2","0","0"
"GO301_24_2701_1","00:38:00","00:38:00","114","3","0","0"
"GO301_24_2701_1","00:40:00","00:40:00","32","4","0","0"
"GO301_24_2701_1","00:43:00","00:43:00","217","5","0","0"
"GO301_24_2701_1","00:45:00","00:45:00","94","6","0","0"
"GO301_24_2701_1","00:48:00","00:48:00","66","7","0","0"
"GO301_24_2701_1","00:52:00","00:52:00","211","8","0","0"
"GO301_24_2701_1","00:55:00","00:55:00","180","9","0","0"
"GO301_24_2701_1","00:58:00","00:58:00","122","10","0","0"
"GO301_24_2701_1","01:00:00","01:00:00","119","11","0","0"
"GO301_24_2701_1","01:07:00","01:09:00","102","12","0","0"
"GO301_24_2701_1","01:28:00","01:28:00","237","13","0","0"
"GO301_24_2702","00:23:00","00:23:00","237","1","0","0"
"GO301_24_2702","00:35:00","00:35:00","214","2","0","0"
"GO301_24_2702","00:44:00","00:45:00","102","3","0","0"
"GO301_24_2702","00:51:00","00:51:00","119","4","0","0"
"GO301_24_2702","00:53:00","00:53:00","122","5","0","0"
"GO301_24_2702","00:56:00","00:56:00","180","6","0","0"
"GO301_24_2702","00:59:00","00:59:00","211","7","0","0"
"GO301_24_2702","01:03:00","01:03:00","66","8","0","0"
"GO301_24_2702","01:06:00","01:06:00","94","9","0","0"
"GO301_24_2702","01:08:00","01:08:00","217","10","0","0"
"GO301_24_2702","01:11:00","01:11:00","32","11","0","0"
"GO301_24_2702","01:13:00","01:13:00","114","12","0","0"
"GO301_24_2702","01:16:00","01:16:00","101","13","0","0"
"GO301_24_2702","01:21:00","01:21:00","65","14","0","0"
"GO301_24_2703","01:07:00","01:07:00","65","1","0","0"
"GO301_24_2703","01:11:00","01:11:00","101","2","0","0"
"GO301_24_2703","01:13:00","01:13:00","114","3","0","0"
"GO301_24_2703","01:15:00","01:15:00","32","4","0","0"
"GO301_24_2703","01:18:00","01:18:00","217","5","0","0"
"GO301_24_2703","01:20:00","01:20:00","94","6","0","0"
"GO301_24_2703","01:23:00","01:23:00","66","7","0","0"
"GO301_24_2703","01:27:00","01:27:00","211","8","0","0"
"GO301_24_2703","01:30:00","01:30:00","180","9","0","0"
"GO301_24_2703","01:33:00","01:33:00","122","10","0","0"
"GO301_24_2703","01:35:00","01:35:00","119","11","0","0"
"GO301_24_2703","01:42:00","01:43:00","102","12","0","0"
"GO301_24_2703","01:51:00","01:51:00","214","13","0","0"
"GO301_24_2703","02:02:00","02:02:00","237","14","0","0"
"GO301_24_2703_1","01:00:00","01:00:00","65","1","0","0"
"GO301_24_2703_1","01:04:00","01:04:00","101","2","0","0"
"GO301_24_2703_1","01:06:00","01:06:00","114","3","0","0"
"GO301_24_2703_1","01:08:00","01:08:00","32","4","0","0"
"GO301_24_2703_1","01:11:00","01:11:00","217","5","0","0"
"GO301_24_2703_1","01:13:00","01:13:00","94","6","0","0"
"GO301_24_2703_1","01:16:00","01:16:00","66","7","0","0"
"GO301_24_2703_1","01:20:00","01:20:00","211","8","0","0"
"GO301_24_2703_1","01:23:00","01:23:00","180","9","0","0"
"GO301_24_2703_1","01:26:00","01:26:00","122","10","0","0"
"GO301_24_2703_1","01:28:00","01:28:00","119","11","0","0"
"GO301_24_2703_1","01:34:00","01:36:00","102","12","0","0"
"GO301_24_2703_1","01:40:00","01:40:00","107","13","0","0"
"GO301_24_2703_1","01:42:00","01:42:00","55","14","0","0"
"GO301_24_2703_1","01:56:00","01:56:00","349","15","0","0"
"GO301_24_2704","02:23:00","02:23:00","237","1","0","0"
"GO301_24_2704","02:34:00","02:34:00","214","2","0","0"
"GO301_24_2704","02:43:00","02:44:00","102","3","0","0"
"GO301_24_2704","02:50:00","02:50:00","119","4","0","0"
"GO301_24_2704","02:52:00","02:52:00","122","5","0","0"
"GO301_24_2704","02:55:00","02:55:00","180","6","0","0"
"GO301_24_2704","02:59:00","02:59:00","211","7","0","0"
"GO301_24_2704","03:02:00","03:02:00","66","8","0","0"
"GO301_24_2704","03:05:00","03:05:00","94","9","0","0"
"GO301_24_2704","03:07:00","03:07:00","217","10","0","0"
"GO301_24_2704","03:10:00","03:10:00","32","11","0","0"
"GO301_24_2704","03:12:00","03:12:00","114","12","0","0"
"GO301_24_2704","03:15:00","03:15:00","101","13","0","0"
"GO301_24_2704","03:20:00","03:20:00","65","14","0","0"
"GO301_24_2704_1","02:43:00","02:44:00","102","1","0","0"
"GO301_24_2704_1","02:50:00","02:50:00","119","2","0","0"
"GO301_24_2704_1","02:52:00","02:52:00","122","3","0","0"
"GO301_24_2704_1","02:55:00","02:55:00","180","4","0","0"
"GO301_24_2704_1","02:59:00","02:59:00","211","5","0","0"
"GO301_24_2704_1","03:02:00","03:02:00","66","6","0","0"
"GO301_24_2704_1","03:05:00","03:05:00","94","7","0","0"
"GO301_24_2704_1","03:07:00","03:07:00","217","8","0","0"
"GO301_24_2704_1","03:10:00","03:10:00","32","9","0","0"
"GO301_24_2704_1","03:12:00","03:12:00","114","10","0","0"
"GO301_24_2704_1","03:15:00","03:15:00","101","11","0","0"
"GO301_24_2704_1","03:20:00","03:20:00","65","12","0","0"
"GO301_24_2705","03:02:00","03:02:00","65","1","0","0"
"GO301_24_2705","03:06:00","03:06:00","101","2","0","0"
"GO301_24_2705","03:08:00","03:08:00","114","3","0","0"
"GO301_24_2705","03:10:00","03:10:00","32","4","0","0"
"GO301_24_2705","03:13:00","03:13:00","217","5","0","0"
"GO301_24_2705","03:15:00","03:15:00","94","6","0","0"
"GO301_24_2705","03:18:00","03:18:00","66","7","0","0"
"GO301_24_2705","03:22:00","03:22:00","211","8","0","0"
"GO301_24_2705","03:25:00","03:25:00","180","9","0","0"
"GO301_24_2705","03:28:00","03:28:00","122","10","0","0"
"GO301_24_2705","03:30:00","03:30:00","119","11","0","0"
"GO301_24_2705","03:37:00","03:38:00","102","12","0","0"
"GO301_24_2705","03:42:00","03:42:00","107","13","0","0"
"GO301_24_2705","03:44:00","03:44:00","55","14","0","0"
"GO301_24_2705","03:49:00","03:49:00","214","15","0","0"
"GO301_24_2705","03:59:00","03:59:00","237","16","0","0"
"GO301_24_2706","04:23:00","04:23:00","237","1","0","0"
"GO301_24_2706","04:34:00","04:34:00","214","2","0","0"
"GO301_24_2706","04:43:00","04:44:00","102","3","0","0"
"GO301_24_2706","04:50:00","04:50:00","119","4","0","0"
"GO301_24_2706","04:52:00","04:52:00","122","5","0","0"
"GO301_24_2706","04:55:00","04:55:00","180","6","0","0"
"GO301_24_2706","04:58:00","04:58:00","211","7","0","0"
"GO301_24_2706","05:02:00","05:02:00","66","8","0","0"
"GO301_24_2706","05:05:00","05:05:00","94","9","0","0"
"GO301_24_2706","05:07:00","05:07:00","217","10","0","0"
"GO301_24_2706","05:10:00","05:10:00","32","11","0","0"
"GO301_24_2706","05:12:00","05:12:00","114","12","0","0"
"GO301_24_2706","05:15:00","05:15:00","101","13","0","0"
"GO301_24_2706","05:20:00","05:20:00","65","14","0","0"
"GO301_24_2710","04:45:00","04:45:00","237","1","0","0"
"GO301_24_2710","04:56:00","04:56:00","214","2","0","0"
"GO301_24_2710","05:05:00","05:06:00","102","3","0","0"
"GO301_24_2710","05:12:00","05:12:00","119","4","0","0"
"GO301_24_2710","05:14:00","05:14:00","122","5","0","0"
"GO301_24_2710","05:17:00","05:17:00","180","6","0","0"
"GO301_24_2710","05:20:00","05:20:00","211","7","0","0"
"GO301_24_2710","05:24:00","05:24:00","66","8","0","0"
"GO301_24_2710","05:27:00","05:27:00","94","9","0","0"
"GO301_24_2710","05:29:00","05:29:00","217","10","0","0"
"GO301_24_2710","05:32:00","05:32:00","32","11","0","0"
"GO301_24_2710","05:34:00","05:34:00","114","12","0","0"
"GO301_24_2710","05:37:00","05:37:00","101","13","0","0"
"GO301_24_2710","05:42:00","05:42:00","65","14","0","0"
"GO301_24_2711","05:28:00","05:28:00","65","1","0","0"
"GO301_24_2711","05:32:00","05:32:00","101","2","0","0"
"GO301_24_2711","05:34:00","05:34:00","114","3","0","0"
"GO301_24_2711","05:36:00","05:36:00","32","4","0","0"
"GO301_24_2711","05:39:00","05:39:00","217","5","0","0"
"GO301_24_2711","05:41:00","05:41:00","94","6","0","0"
"GO301_24_2711","05:44:00","05:44:00","66","7","0","0"
"GO301_24_2711","05:48:00","05:48:00","211","8","0","0"
"GO301_24_2711","05:51:00","05:51:00","180","9","0","0"
"GO301_24_2711","05:54:00","05:54:00","122","10","0","0"
"GO301_24_2711","05:56:00","05:56:00","119","11","0","0"
"GO301_24_2711","06:02:00","06:03:00","102","12","0","0"
"GO301_24_2711","06:11:00","06:11:00","50","13","0","0"
"GO301_24_2711","06:16:00","06:16:00","148","14","0","0"
"GO301_24_2711","06:23:00","06:23:00","241","15","0","0"
"GO301_24_2712","06:29:00","06:29:00","349","1","0","0"
"GO301_24_2712","06:41:00","06:41:00","214","2","0","0"
"GO301_24_2712","06:50:00","06:51:00","102","3","0","0"
"GO301_24_2712","06:57:00","06:57:00","119","4","0","0"
"GO301_24_2712","06:59:00","06:59:00","122","5","0","0"
"GO301_24_2712","07:02:00","07:02:00","180","6","0","0"
"GO301_24_2712","07:05:00","07:05:00","211","7","0","0"
"GO301_24_2712","07:09:00","07:09:00","66","8","0","0"
"GO301_24_2712","07:12:00","07:12:00","94","9","0","0"
"GO301_24_2712","07:14:00","07:14:00","217","10","0","0"
"GO301_24_2712","07:17:00","07:17:00","32","11","0","0"
"GO301_24_2712","07:19:00","07:19:00","114","12","0","0"
"GO301_24_2712","07:22:00","07:22:00","101","13","0","0"
"GO301_24_2712","07:27:00","07:27:00","65","14","0","0"
"GO301_24_2713","05:45:00","05:45:00","65","1","0","0"
"GO301_24_2713","05:49:00","05:49:00","101","2","0","0"
"GO301_24_2713","05:51:00","05:51:00","114","3","0","0"
"GO301_24_2713","05:53:00","05:53:00","32","4","0","0"
"GO301_24_2713","05:56:00","05:56:00","217","5","0","0"
"GO301_24_2713","05:58:00","05:58:00","94","6","0","0"
"GO301_24_2713","06:01:00","06:01:00","66","7","0","0"
"GO301_24_2713","06:05:00","06:05:00","211","8","0","0"
"GO301_24_2713","06:08:00","06:08:00","180","9","0","0"
"GO301_24_2713","06:11:00","06:11:00","122","10","0","0"
"GO301_24_2713","06:13:00","06:13:00","119","11","0","0"
"GO301_24_2713","06:20:00","06:21:00","102","12","0","0"
"GO301_24_2713","06:29:00","06:29:00","50","13","0","0"
"GO301_24_2713","06:34:00","06:34:00","148","14","0","0"
"GO301_24_2713","06:41:00","06:41:00","241","15","0","0"
"GO301_24_2714","06:43:00","06:43:00","241","1","0","0"
"GO301_24_2714","06:50:00","06:50:00","148","2","0","0"
"GO301_24_2714","06:55:00","06:55:00","50","3","0","0"
"GO301_24_2714","07:04:00","07:07:00","102","4","0","0"
"GO301_24_2715","06:05:00","06:05:00","65","1","0","0"
"GO301_24_2715","06:09:00","06:09:00","101","2","0","0"
"GO301_24_2715","06:11:00","06:11:00","114","3","0","0"
"GO301_24_2715","06:13:00","06:13:00","32","4","0","0"
"GO301_24_2715","06:16:00","06:16:00","217","5","0","0"
"GO301_24_2715","06:18:00","06:18:00","94","6","0","0"
"GO301_24_2715","06:21:00","06:21:00","66","7","0","0"
"GO301_24_2715","06:25:00","06:25:00","211","8","0","0"
"GO301_24_2715","06:30:00","06:30:00","122","9","0","0"
"GO301_24_2715","06:32:00","06:32:00","119","10","0","0"
"GO301_24_2715","06:39:00","06:40:00","102","11","0","0"
"GO301_24_2715","06:59:00","06:59:00","349","12","0","0"
"GO301_24_2716","07:28:00","07:28:00","349","1","0","0"
"GO301_24_2716","07:49:00","07:50:00","102","2","0","0"
"GO301_24_2716","07:56:00","07:56:00","119","3","0","0"
"GO301_24_2716","07:58:00","07:58:00","122","4","0","0"
"GO301_24_2716","08:01:00","08:01:00","180","5","0","0"
"GO301_24_2716","08:04:00","08:04:00","211","6","0","0"
"GO301_24_2716","08:08:00","08:08:00","66","7","0","0"
"GO301_24_2716","08:11:00","08:11:00","94","8","0","0"
"GO301_24_2716","08:13:00","08:13:00","217","9","0","0"
"GO301_24_2716","08:16:00","08:16:00","32","10","0","0"
"GO301_24_2716","08:18:00","08:18:00","114","11","0","0"
"GO301_24_2716","08:21:00","08:21:00","101","12","0","0"
"GO301_24_2716","08:26:00","08:26:00","65","13","0","0"
"GO301_24_2717","06:26:00","06:26:00","65","1","0","0"
"GO301_24_2717","06:30:00","06:30:00","101","2","0","0"
"GO301_24_2717","06:32:00","06:32:00","114","3","0","0"
"GO301_24_2717","06:34:00","06:34:00","32","4","0","0"
"GO301_24_2717","06:37:00","06:37:00","217","5","0","0"
"GO301_24_2717","06:39:00","06:39:00","94","6","0","0"
"GO301_24_2717","06:42:00","06:42:00","66","7","0","0"
"GO301_24_2717","06:46:00","06:46:00","211","8","0","0"
"GO301_24_2717","06:49:00","06:49:00","180","9","0","0"
"GO301_24_2717","06:52:00","06:52:00","122","10","0","0"
"GO301_24_2717","06:54:00","06:54:00","119","11","0","0"
"GO301_24_2717","07:01:00","07:02:00","102","12","0","0"
"GO301_24_2717","07:10:00","07:10:00","50","13","0","0"
"GO301_24_2717","07:15:00","07:15:00","148","14","0","0"
"GO301_24_2717","07:22:00","07:22:00","241","15","0","0"
"GO301_24_2718","08:23:00","08:23:00","349","1","0","0"
