trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_6820,,1m 40s,2024-07-07 10:09:40-04:00,20240707,0,6,0
GO301_24_6216,,-1m 26s,2024-07-07 09:34:26-04:00,20240707,0,1,0
GO301_24_6001,,3m 8s,2024-07-07 09:55:08-04:00,20240707,0,5,1
GO301_24_8016,,-1m 30s,2024-07-07 09:20:30-04:00,20240707,0,4,0
GO301_24_7616,,2m 24s,2024-07-07 09:59:24-04:00,20240707,0,10,0
GO301_24_6718,,0m 50s,2024-07-07 10:02:50-04:00,20240707,0,2,0
GO301_24_7914,,0m 46s,2024-07-07 08:51:46-04:00,20240707,0,4,0
GO301_24_8020,,1m 41s,2024-07-07 10:22:41-04:00,20240707,0,4,0
GO301_24_7913,,-7m 33s,2024-07-07 09:14:33-04:00,20240707,0,4,1
GO301_24_6121,,1m 44s,2024-07-07 09:31:44-04:00,20240707,0,1,1
GO301_24_6120,,-2m 59s,2024-07-07 09:04:59-04:00,20240707,0,1,0
GO301_24_7516,,-1m 27s,2024-07-07 09:29:27-04:00,20240707,0,10,0
GO301_24_8716,,-3m 53s,2024-07-07 09:42:53-04:00,20240707,0,7,0
GO301_24_7916,,1m 36s,2024-07-07 09:52:36-04:00,20240707,0,4,0
GO301_24_6818,,1m 39s,2024-07-07 09:55:39-04:00,20240707,0,6,0
GO301_24_6815,,-1m 24s,2024-07-07 09:27:24-04:00,20240707,0,6,1
GO301_24_8015,,-3m 3s,2024-07-07 09:53:03-04:00,20240707,0,4,1
GO301_24_6719,,0m 52s,2024-07-07 09:33:52-04:00,20240707,0,2,1
GO301_24_8717,,-2m 53s,2024-07-07 09:41:53-04:00,20240707,0,7,1
GO301_24_7517,,-1m 0s,2024-07-07 10:07:00-04:00,20240707,0,10,1
GO301_24_6215,,-3m 29s,2024-07-07 10:09:29-04:00,20240707,0,1,1
GO301_24_6124,,-1m 55s,2024-07-07 10:05:55-04:00,20240707,0,1,0
GO301_24_7716,,0m 4s,2024-07-07 10:03:04-04:00,20240707,0,8,0
GO301_24_8856,,-2m 43s,2024-07-07 10:20:43-04:00,20240707,0,12,0
GO301_24_7715,,-1m 43s,2024-07-07 10:23:43-04:00,20240707,0,8,1
GO301_24_7520,,2m 36s,2024-07-07 10:26:36-04:00,20240707,0,10,0
GO301_24_6817,,-2m 57s,2024-07-07 10:26:57-04:00,20240707,0,6,1
GO301_24_6123,,0m 9s,2024-07-07 10:30:09-04:00,20240707,0,1,1
GO301_24_7104,,2m 34s,2024-07-07 10:29:34-04:00,20240707,0,1,0
GO301_24_6721,,-1m 10s,2024-07-07 10:32:10-04:00,20240707,0,2,1
GO301_24_6511,,-3m 10s,2024-07-07 10:33:10-04:00,20240707,0,3,1
GO301_24_6218,,0m 16s,2024-07-07 10:33:16-04:00,20240707,0,1,0
GO301_24_8718,,-5m 14s,2024-07-07 10:40:14-04:00,20240707,0,7,0
GO301_24_8860,,-1m 57s,2024-07-07 10:41:57-04:00,20240707,0,12,0
GO301_24_8719,,-1m 48s,2024-07-07 10:42:48-04:00,20240707,0,7,1
GO301_24_7615,,-2m 28s,2024-07-07 10:44:28-04:00,20240707,0,10,1
GO301_24_7920,,0m 10s,2024-07-07 10:51:10-04:00,20240707,0,4,0
GO301_24_8017,,-4m 47s,2024-07-07 10:52:47-04:00,20240707,0,4,1
GO301_24_6126,,2m 40s,2024-07-07 10:56:40-04:00,20240707,0,1,0
GO301_24_7620,,4m 34s,2024-07-07 11:01:34-04:00,20240707,0,10,0
GO301_24_7718,,-1m 39s,2024-07-07 11:02:39-04:00,20240707,0,8,0
GO301_24_6720,,1m 54s,2024-07-07 11:03:54-04:00,20240707,0,2,0
GO301_24_7519,,-2m 9s,2024-07-07 11:06:09-04:00,20240707,0,10,1
GO301_24_6128,,2m 15s,2024-07-07 11:08:15-04:00,20240707,0,1,0
GO301_24_6822,,2m 21s,2024-07-07 11:10:21-04:00,20240707,0,6,0
GO301_24_6217,,1m 48s,2024-07-07 11:12:48-04:00,20240707,0,1,1
GO301_24_8864,,-2m 47s,2024-07-07 11:20:47-04:00,20240707,0,12,0
GO301_24_8022,,1m 15s,2024-07-07 11:22:15-04:00,20240707,0,4,0
