trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_262,,-3m 51s,2024-07-29 15:23:51-04:00,20240729,0,1,0
GO301_24_860,,-2m 0s,2024-07-29 16:11:00-04:00,20240729,0,6,0
GO301_24_2060,,-1m 53s,2024-07-29 15:22:53-04:00,20240729,0,4,0
GO301_24_1958,,0m 33s,2024-07-29 15:56:33-04:00,20240729,0,4,0
GO301_24_1252,,-2m 53s,2024-07-29 16:34:53-04:00,20240729,0,1,0
GO301_24_2064,,-1m 56s,2024-07-29 16:44:56-04:00,20240729,0,4,0
GO301_24_1658,,0m 58s,2024-07-29 16:24:58-04:00,20240729,0,10,0
GO301_24_760,,-2m 18s,2024-07-29 16:54:18-04:00,20240729,0,2,0
GO301_24_756,,-4m 7s,2024-07-29 15:53:07-04:00,20240729,0,2,0
GO301_24_164,,0m 11s,2024-07-29 15:38:11-04:00,20240729,0,1,0
GO301_24_166,,0m 51s,2024-07-29 15:59:51-04:00,20240729,0,1,0
GO301_24_1756,,2m 31s,2024-07-29 16:05:31-04:00,20240729,0,8,0
GO301_24_2914,,-2m 55s,2024-07-29 16:27:55-04:00,20240729,0,12,0
GO301_24_2916,,1m 47s,2024-07-29 16:39:47-04:00,20240729,0,12,0
GO301_24_657,,0m 33s,2024-07-29 16:50:33-04:00,20240729,0,10,1
GO301_24_859,,-2m 39s,2024-07-29 16:26:39-04:00,20240729,0,6,1
GO301_24_167,,-2m 13s,2024-07-29 15:47:13-04:00,20240729,0,1,1
GO301_24_257,,-3m 49s,2024-07-29 16:09:49-04:00,20240729,0,1,1
GO301_24_169,,0m 36s,2024-07-29 16:36:36-04:00,20240729,0,1,1
GO301_24_1758,,-3m 59s,2024-07-29 16:45:59-04:00,20240729,0,8,0
GO301_24_2918,,1m 0s,2024-07-29 16:56:00-04:00,20240729,0,12,0
GO301_24_656_1,,1m 19s,2024-07-29 15:48:19-04:00,20240729,0,10,0
GO301_24_558,,-3m 41s,2024-07-29 16:14:41-04:00,20240729,0,3,0
GO301_24_658,,0m 43s,2024-07-29 16:38:43-04:00,20240729,0,10,0
GO301_24_1150,,-3m 10s,2024-07-29 16:03:10-04:00,20240729,0,1,0
GO301_24_1992,,-1m 51s,2024-07-29 16:28:51-04:00,20240729,0,4,0
GO301_24_1962,,-1m 59s,2024-07-29 16:53:59-04:00,20240729,0,4,0
GO301_24_1557,,-2m 47s,2024-07-29 16:05:47-04:00,20240729,0,10,1
GO301_24_1959,,2m 10s,2024-07-29 16:23:10-04:00,20240729,0,4,1
GO301_24_758,,-1m 50s,2024-07-29 16:23:50-04:00,20240729,0,2,0
GO301_24_168,,-1m 27s,2024-07-29 16:32:27-04:00,20240729,0,1,0
GO301_24_170,,-2m 53s,2024-07-29 16:43:53-04:00,20240729,0,1,0
GO301_24_862,,-1m 14s,2024-07-29 16:51:14-04:00,20240729,0,6,0
GO301_24_757,,0m 58s,2024-07-29 16:30:58-04:00,20240729,0,2,1
GO301_24_1759,,-2m 54s,2024-07-29 16:22:54-04:00,20240729,0,8,1
GO301_24_2761,,1m 0s,2024-07-29 16:44:00-04:00,20240729,0,7,1
GO301_24_80,,-1m 1s,2024-07-29 16:58:01-04:00,20240729,0,5,0
GO301_24_1154,,0m 28s,2024-07-29 16:57:28-04:00,20240729,0,1,0
GO301_24_2057,,1m 40s,2024-07-29 16:57:40-04:00,20240729,0,4,1
GO301_24_1558,,0m 57s,2024-07-29 17:00:57-04:00,20240729,0,10,0
GO301_24_2920,,-2m 59s,2024-07-29 17:01:59-04:00,20240729,0,12,0
GO301_24_861,,0m 4s,2024-07-29 17:02:04-04:00,20240729,0,6,1
GO301_24_2762,,-1m 26s,2024-07-29 17:05:26-04:00,20240729,0,7,0
GO301_24_1559,,0m 48s,2024-07-29 17:05:48-04:00,20240729,0,10,1
GO301_24_1056,,0m 32s,2024-07-29 17:06:32-04:00,20240729,0,4,0
GO301_24_864,,-3m 23s,2024-07-29 17:07:23-04:00,20240729,0,6,0
GO301_24_2922,,-2m 25s,2024-07-29 17:10:25-04:00,20240729,0,12,0
GO301_24_2763,,-3m 55s,2024-07-29 17:10:55-04:00,20240729,0,7,1
GO301_24_261,,1m 25s,2024-07-29 17:12:25-04:00,20240729,0,1,1
