trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_718,,-3m 39s,2024-08-02 10:06:39-04:00,20240802,0,2,0
GO301_24_1290,,-1m 1s,2024-08-02 09:27:01-04:00,20240802,0,1,0
GO301_24_1292,,0m 0s,2024-08-02 10:28:00-04:00,20240802,0,1,0
GO301_24_1616,,3m 11s,2024-08-02 10:02:11-04:00,20240802,0,10,0
GO301_24_1618,,0m 11s,2024-08-02 10:59:11-04:00,20240802,0,10,0
GO301_24_2018,,-1m 36s,2024-08-02 10:23:36-04:00,20240802,0,4,0
GO301_24_132,,-3m 41s,2024-08-02 09:39:41-04:00,20240802,0,1,0
GO301_24_1916,,-1m 36s,2024-08-02 09:51:36-04:00,20240802,0,4,0
GO301_24_1525,,-5m 24s,2024-08-02 10:03:24-04:00,20240802,0,10,1
GO301_24_241,,-3m 26s,2024-08-02 10:12:26-04:00,20240802,0,1,1
GO301_24_134,,2m 24s,2024-08-02 09:57:24-04:00,20240802,0,1,0
GO301_24_820,,-2m 39s,2024-08-02 10:13:39-04:00,20240802,0,6,0
GO301_24_1518,,-1m 27s,2024-08-02 10:32:27-04:00,20240802,0,10,0
GO301_24_141,,0m 29s,2024-08-02 10:35:29-04:00,20240802,0,1,1
GO301_24_136,,-3m 48s,2024-08-02 10:39:48-04:00,20240802,0,1,0
GO301_24_1927,,0m 13s,2024-08-02 10:50:13-04:00,20240802,0,4,1
GO301_24_835,,2m 41s,2024-08-02 10:29:41-04:00,20240802,0,6,1
GO301_24_1627,,-2m 27s,2024-08-02 10:38:27-04:00,20240802,0,10,1
GO301_24_737,,2m 24s,2024-08-02 10:32:24-04:00,20240802,0,2,1
GO301_24_1717,,0m 36s,2024-08-02 10:24:36-04:00,20240802,0,8,1
GO301_24_143,,-2m 28s,2024-08-02 10:53:28-04:00,20240802,0,1,1
GO301_24_2722,,-1m 28s,2024-08-02 10:44:28-04:00,20240802,0,7,0
GO301_24_722,,-7m 59s,2024-08-02 11:02:59-04:00,20240802,0,2,0
GO301_24_2868,,-1m 28s,2024-08-02 10:37:28-04:00,20240802,0,12,0
GO301_24_2735,,-1m 12s,2024-08-02 11:01:12-04:00,20240802,0,7,1
GO301_24_138,,1m 4s,2024-08-02 10:56:04-04:00,20240802,0,1,0
GO301_24_1918,,0m 27s,2024-08-02 10:51:27-04:00,20240802,0,4,0
GO301_24_1716,,-2m 27s,2024-08-02 11:04:27-04:00,20240802,0,8,0
GO301_24_1527,,1m 10s,2024-08-02 11:09:10-04:00,20240802,0,10,1
GO301_24_1291,,-3m 4s,2024-08-02 11:13:04-04:00,20240802,0,1,1
GO301_24_627,,1m 26s,2024-08-02 11:15:26-04:00,20240802,0,10,1
GO301_24_822,,-1m 58s,2024-08-02 11:14:58-04:00,20240802,0,6,0
GO301_24_140,,-3m 50s,2024-08-02 11:18:50-04:00,20240802,0,1,0
GO301_24_2025,,-2m 54s,2024-08-02 11:19:54-04:00,20240802,0,4,1
GO301_24_2020,,0m 45s,2024-08-02 11:24:45-04:00,20240802,0,4,0
GO301_24_837,,-1m 47s,2024-08-02 11:24:47-04:00,20240802,0,6,1
GO301_24_1294,,0m 14s,2024-08-02 11:28:14-04:00,20240802,0,1,0
GO301_24_1719,,1m 27s,2024-08-02 11:29:27-04:00,20240802,0,8,1
GO301_24_521,,-1m 42s,2024-08-02 11:33:42-04:00,20240802,0,3,1
GO301_24_1520,,0m 31s,2024-08-02 11:33:31-04:00,20240802,0,10,0
GO301_24_145,,0m 17s,2024-08-02 11:35:17-04:00,20240802,0,1,1
GO301_24_739,,4m 54s,2024-08-02 11:35:54-04:00,20240802,0,2,1
GO301_24_2876,,4m 1s,2024-08-02 11:39:01-04:00,20240802,0,12,0
GO301_24_144,,-2m 2s,2024-08-02 11:40:02-04:00,20240802,0,1,0
GO301_24_1629,,1m 51s,2024-08-02 11:41:51-04:00,20240802,0,10,1
GO301_24_2724,,-1m 43s,2024-08-02 11:44:43-04:00,20240802,0,7,0
GO301_24_1920,,-2m 7s,2024-08-02 11:50:07-04:00,20240802,0,4,0
GO301_24_1929,,1m 19s,2024-08-02 11:51:19-04:00,20240802,0,4,1
GO301_24_147,,0m 42s,2024-08-02 11:55:42-04:00,20240802,0,1,1
GO301_24_1620_1,,0m 2s,2024-08-02 11:56:02-04:00,20240802,0,10,0
GO301_24_146_1,,0m 22s,2024-08-02 11:59:22-04:00,20240802,0,1,0
GO301_24_2751,,0m 53s,2024-08-02 12:02:53-04:00,20240802,0,7,1
GO301_24_1718,,-4m 58s,2024-08-02 12:02:58-04:00,20240802,0,8,0
GO301_24_1529,,-3m 39s,2024-08-02 12:05:39-04:00,20240802,0,10,1
GO301_24_724,,-3m 26s,2024-08-02 12:06:26-04:00,20240802,0,2,0
GO301_24_2882,,3m 8s,2024-08-02 12:11:08-04:00,20240802,0,12,0
GO301_24_1293,,-4m 53s,2024-08-02 12:12:53-04:00,20240802,0,1,1
GO301_24_824,,-2m 58s,2024-08-02 12:13:58-04:00,20240802,0,6,0
GO301_24_2027,,-3m 1s,2024-08-02 12:18:01-04:00,20240802,0,4,1
GO301_24_2050,,-2m 51s,2024-08-02 12:22:51-04:00,20240802,0,4,0
GO301_24_839,,0m 25s,2024-08-02 12:25:25-04:00,20240802,0,6,1
GO301_24_1296,,-2m 11s,2024-08-02 12:26:11-04:00,20240802,0,1,0
GO301_24_1721,,0m 3s,2024-08-02 12:28:03-04:00,20240802,0,8,1
GO301_24_751,,1m 5s,2024-08-02 12:32:05-04:00,20240802,0,2,1
GO301_24_1550,,0m 44s,2024-08-02 12:33:44-04:00,20240802,0,10,0
GO301_24_149,,1m 7s,2024-08-02 12:36:07-04:00,20240802,0,1,1
GO301_24_148,,-2m 42s,2024-08-02 12:40:42-04:00,20240802,0,1,0
GO301_24_2884,,3m 12s,2024-08-02 12:41:12-04:00,20240802,0,12,0
GO301_24_1631_3,,-1m 31s,2024-08-02 12:43:31-04:00,20240802,0,10,1
GO301_24_2750,,0m 40s,2024-08-02 12:45:40-04:00,20240802,0,7,0
GO301_24_1950,,-2m 50s,2024-08-02 12:50:50-04:00,20240802,0,4,0
