trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_6254,,0m 16s,2024-07-06 14:39:16-04:00,20240706,0,1,0
GO301_24_6005,,69m 35s,2024-07-06 15:22:35-04:00,20240706,0,5,1
GO301_24_8054,,0m 4s,2024-07-06 14:21:04-04:00,20240706,0,4,0
GO301_24_7654,,1m 16s,2024-07-06 14:58:16-04:00,20240706,0,10,0
GO301_24_8056,,2m 50s,2024-07-06 15:23:50-04:00,20240706,0,4,0
GO301_24_6856,,1m 27s,2024-07-06 15:09:27-04:00,20240706,0,6,0
GO301_24_6754,,-2m 56s,2024-07-06 15:00:56-04:00,20240706,0,2,0
GO301_24_6156,,0m 38s,2024-07-06 14:06:38-04:00,20240706,0,1,0
GO301_24_6157,,1m 10s,2024-07-06 14:31:10-04:00,20240706,0,1,1
GO301_24_7953,,1m 45s,2024-07-06 14:22:45-04:00,20240706,0,4,1
GO301_24_6255,,-7m 26s,2024-07-06 15:04:26-04:00,20240706,0,1,1
GO301_24_7653,,0m 57s,2024-07-06 14:46:57-04:00,20240706,0,10,1
GO301_24_6753,,6m 27s,2024-07-06 14:39:27-04:00,20240706,0,2,1
GO301_24_8755,,1m 19s,2024-07-06 14:44:19-04:00,20240706,0,7,1
GO301_24_7554,,0m 2s,2024-07-06 14:30:02-04:00,20240706,0,10,0
GO301_24_7555,,3m 5s,2024-07-06 15:11:05-04:00,20240706,0,10,1
GO301_24_7955,,-2m 3s,2024-07-06 15:19:03-04:00,20240706,0,4,1
GO301_24_6160,,0m 16s,2024-07-06 15:06:16-04:00,20240706,0,1,0
GO301_24_7556,,1m 41s,2024-07-06 15:25:41-04:00,20240706,0,10,0
GO301_24_7754,,-2m 39s,2024-07-06 15:01:39-04:00,20240706,0,8,0
GO301_24_7755,,-1m 36s,2024-07-06 15:23:36-04:00,20240706,0,8,1
GO301_24_8896,,-1m 21s,2024-07-06 15:21:21-04:00,20240706,0,12,0
GO301_24_6857,,-2m 24s,2024-07-06 15:26:24-04:00,20240706,0,6,1
GO301_24_6256,,-1m 31s,2024-07-06 15:31:31-04:00,20240706,0,1,0
GO301_24_6161,,3m 44s,2024-07-06 15:33:44-04:00,20240706,0,1,1
GO301_24_6755,,0m 47s,2024-07-06 15:33:47-04:00,20240706,0,2,1
GO301_24_8900,,-2m 59s,2024-07-06 15:40:59-04:00,20240706,0,12,0
GO301_24_8756,,-5m 48s,2024-07-06 15:40:48-04:00,20240706,0,7,0
GO301_24_7655,,-5m 36s,2024-07-06 15:41:36-04:00,20240706,0,10,1
GO301_24_8757,,-2m 57s,2024-07-06 15:41:57-04:00,20240706,0,7,1
GO301_24_6163,,-1m 18s,2024-07-06 15:48:18-04:00,20240706,0,1,1
GO301_24_7956,,0m 0s,2024-07-06 15:51:00-04:00,20240706,0,4,0
GO301_24_8055,,-4m 18s,2024-07-06 15:52:18-04:00,20240706,0,4,1
GO301_24_6162,,1m 56s,2024-07-06 15:55:56-04:00,20240706,0,1,0
GO301_24_6756,,-3m 50s,2024-07-06 15:59:50-04:00,20240706,0,2,0
GO301_24_7656,,3m 30s,2024-07-06 16:00:30-04:00,20240706,0,10,0
GO301_24_7756,,-1m 6s,2024-07-06 16:02:06-04:00,20240706,0,8,0
GO301_24_6166,,-1m 49s,2024-07-06 16:05:49-04:00,20240706,0,1,0
GO301_24_6860,,0m 20s,2024-07-06 16:08:20-04:00,20240706,0,6,0
GO301_24_7557,,2m 52s,2024-07-06 16:10:52-04:00,20240706,0,10,1
GO301_24_8058,,0m 16s,2024-07-06 16:21:16-04:00,20240706,0,4,0
GO301_24_7957,,0m 43s,2024-07-06 16:21:43-04:00,20240706,0,4,1
GO301_24_8904,,0m 48s,2024-07-06 16:22:48-04:00,20240706,0,12,0
GO301_24_7558,,-1m 58s,2024-07-06 16:23:58-04:00,20240706,0,10,0
GO301_24_7757,,-1m 47s,2024-07-06 16:23:47-04:00,20240706,0,8,1
GO301_24_6863,,0m 24s,2024-07-06 16:28:24-04:00,20240706,0,6,1
GO301_24_6165,,-1m 25s,2024-07-06 16:29:25-04:00,20240706,0,1,1
GO301_24_6260,,-1m 26s,2024-07-06 16:31:26-04:00,20240706,0,1,0
GO301_24_6557,,-4m 46s,2024-07-06 16:32:46-04:00,20240706,0,3,1
GO301_24_6757,,0m 5s,2024-07-06 16:33:05-04:00,20240706,0,2,1
GO301_24_7657,,-7m 54s,2024-07-06 16:39:54-04:00,20240706,0,10,1
GO301_24_8758,,-4m 40s,2024-07-06 16:41:40-04:00,20240706,0,7,0
GO301_24_8761,,0m 43s,2024-07-06 16:43:43-04:00,20240706,0,7,1
GO301_24_8908,,2m 7s,2024-07-06 16:44:07-04:00,20240706,0,12,0
GO301_24_6167,,-1m 3s,2024-07-06 16:48:03-04:00,20240706,0,1,1
GO301_24_7958,,0m 47s,2024-07-06 16:51:47-04:00,20240706,0,4,0
GO301_24_8057,,-4m 13s,2024-07-06 16:52:13-04:00,20240706,0,4,1
GO301_24_6168,,1m 59s,2024-07-06 16:55:59-04:00,20240706,0,1,0
GO301_24_6859,,-3m 24s,2024-07-06 16:57:24-04:00,20240706,0,6,1
GO301_24_7658,,1m 49s,2024-07-06 16:58:49-04:00,20240706,0,10,0
