trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_8052,,1m 7s,2024-07-07 13:22:07-04:00,20240707,0,4,0
GO301_24_6752,,-1m 7s,2024-07-07 14:01:07-04:00,20240707,0,2,0
GO301_24_6252,,1m 31s,2024-07-07 13:33:31-04:00,20240707,0,1,0
GO301_24_7652,,1m 57s,2024-07-07 13:58:57-04:00,20240707,0,10,0
GO301_24_6254,,-2m 51s,2024-07-07 14:37:51-04:00,20240707,0,1,0
GO301_24_8054,,0m 46s,2024-07-07 14:21:46-04:00,20240707,0,4,0
GO301_24_8051,,-2m 12s,2024-07-07 13:54:12-04:00,20240707,0,4,1
GO301_24_8752,,-3m 16s,2024-07-07 13:42:16-04:00,20240707,0,7,0
GO301_24_7952,,0m 40s,2024-07-07 13:51:40-04:00,20240707,0,4,0
GO301_24_6253,,-3m 49s,2024-07-07 14:12:49-04:00,20240707,0,1,1
GO301_24_6157,,1m 29s,2024-07-07 14:31:29-04:00,20240707,0,1,1
GO301_24_6155,,-2m 15s,2024-07-07 13:50:15-04:00,20240707,0,1,1
GO301_24_7752,,2m 40s,2024-07-07 14:05:40-04:00,20240707,0,8,0
GO301_24_7553,,0m 39s,2024-07-07 14:08:39-04:00,20240707,0,10,1
GO301_24_7953,,2m 18s,2024-07-07 14:23:18-04:00,20240707,0,4,1
GO301_24_6154,,1m 47s,2024-07-07 13:55:47-04:00,20240707,0,1,0
GO301_24_6057,,5m 10s,2024-07-07 14:40:10-04:00,20240707,0,5,1
GO301_24_6156,,-1m 42s,2024-07-07 14:05:42-04:00,20240707,0,1,0
GO301_24_7554,,-3m 58s,2024-07-07 14:27:58-04:00,20240707,0,10,0
GO301_24_8754,,-2m 32s,2024-07-07 14:43:32-04:00,20240707,0,7,0
GO301_24_6553,,3m 43s,2024-07-07 14:38:43-04:00,20240707,0,3,1
GO301_24_6855,,-3m 57s,2024-07-07 14:25:57-04:00,20240707,0,6,1
GO301_24_7653,,0m 29s,2024-07-07 14:46:29-04:00,20240707,0,10,1
GO301_24_8888,,0m 23s,2024-07-07 14:22:23-04:00,20240707,0,12,0
GO301_24_7753,,-1m 45s,2024-07-07 14:23:45-04:00,20240707,0,8,1
GO301_24_6753,,2m 7s,2024-07-07 14:35:07-04:00,20240707,0,2,1
GO301_24_8755,,0m 44s,2024-07-07 14:43:44-04:00,20240707,0,7,1
GO301_24_8892,,1m 55s,2024-07-07 14:43:55-04:00,20240707,0,12,0
GO301_24_8053,,-5m 47s,2024-07-07 14:51:47-04:00,20240707,0,4,1
GO301_24_7954,,1m 6s,2024-07-07 14:52:06-04:00,20240707,0,4,0
GO301_24_7654,,0m 5s,2024-07-07 14:57:05-04:00,20240707,0,10,0
