trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO303_24_7713,,2m 3s,2024-12-15 09:33:03-05:00,20241215,0,8,1
GO303_24_7766,,-6m 17s,2024-12-15 21:13:17-05:00,20241215,0,8,0
GO303_24_8766,,-1m 52s,2024-12-15 21:00:52-05:00,20241215,0,7,0
GO303_24_6770,,-3m 55s,2024-12-15 21:48:55-05:00,20241215,0,2,0
GO303_24_7984,,-2m 49s,2024-12-15 20:37:49-05:00,20241215,0,4,0
GO303_24_6184,,-2m 15s,2024-12-15 20:43:15-05:00,20241215,0,1,0
GO303_24_7584,,-3m 18s,2024-12-15 20:56:18-05:00,20241215,0,10,0
GO303_24_6186,,-2m 39s,2024-12-15 21:06:39-05:00,20241215,0,1,0
GO303_24_7986,,-3m 25s,2024-12-15 21:13:25-05:00,20241215,0,4,0
GO303_24_7586,,-4m 47s,2024-12-15 21:17:47-05:00,20241215,0,10,0
GO303_24_6874,,-6m 49s,2024-12-15 21:22:49-05:00,20241215,0,6,0
GO303_24_7988,,-1m 22s,2024-12-15 21:38:22-05:00,20241215,0,4,0
GO303_24_6188,,-4m 57s,2024-12-15 21:41:57-05:00,20241215,0,1,0
GO303_24_6183,,-4m 40s,2024-12-15 20:55:40-05:00,20241215,0,1,1
GO303_24_7583,,2m 23s,2024-12-15 20:50:23-05:00,20241215,0,10,1
GO303_24_7985,,0m 11s,2024-12-15 21:10:11-05:00,20241215,0,4,1
GO303_24_7987,,-2m 20s,2024-12-15 21:32:20-05:00,20241215,0,4,1
GO303_24_7585,,1m 0s,2024-12-15 21:27:00-05:00,20241215,0,10,1
GO303_24_7587,,-2m 2s,2024-12-15 21:46:02-05:00,20241215,0,10,1
GO303_24_6067,,3m 52s,2024-12-15 21:43:52-05:00,20241215,0,5,1
GO303_24_7767,,5m 3s,2024-12-15 21:34:03-05:00,20241215,0,8,1
GO303_24_8956,,-2m 6s,2024-12-15 21:23:06-05:00,20241215,0,12,0
GO303_24_6767,,2m 51s,2024-12-15 21:07:51-05:00,20241215,0,2,1
GO303_24_6269,,-3m 26s,2024-12-15 21:12:26-05:00,20241215,0,1,1
GO303_24_6567,,-1m 51s,2024-12-15 21:50:51-05:00,20241215,0,3,1
GO303_24_6877,,-2m 56s,2024-12-15 21:16:56-05:00,20241215,0,6,1
GO303_24_8958,,-3m 37s,2024-12-15 21:42:37-05:00,20241215,0,12,0
GO303_24_7588,,-3m 42s,2024-12-15 21:56:42-05:00,20241215,0,10,0
