trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_2750,,-1m 17s,2024-08-01 12:44:17-04:00,20240801,0,7,0
GO301_24_2050,,-5m 26s,2024-08-01 12:19:26-04:00,20240801,0,4,0
GO301_24_1650,,1m 9s,2024-08-01 13:00:09-04:00,20240801,0,10,0
GO301_24_750,,-1m 2s,2024-08-01 13:08:02-04:00,20240801,0,2,0
GO301_24_2052,,-1m 13s,2024-08-01 13:22:13-04:00,20240801,0,4,0
GO301_24_148,,-1m 2s,2024-08-01 12:41:02-04:00,20240801,0,1,0
GO301_24_1750,,-1m 14s,2024-08-01 13:05:14-04:00,20240801,0,8,0
GO301_24_149,,-2m 46s,2024-08-01 12:33:46-04:00,20240801,0,1,1
GO301_24_155,,3m 49s,2024-08-01 12:58:49-04:00,20240801,0,1,1
GO301_24_1552,,0m 57s,2024-08-01 13:36:57-04:00,20240801,0,10,0
GO301_24_152,,-1m 57s,2024-08-01 13:41:57-04:00,20240801,0,1,0
GO301_24_1931_3,,4m 3s,2024-08-01 12:56:03-04:00,20240801,0,4,1
GO301_24_1950,,-1m 34s,2024-08-01 12:51:34-04:00,20240801,0,4,0
GO301_24_2051,,1m 29s,2024-08-01 13:22:29-04:00,20240801,0,4,1
GO301_24_150,,1m 10s,2024-08-01 12:56:10-04:00,20240801,0,1,0
GO301_24_852,,0m 2s,2024-08-01 13:15:02-04:00,20240801,0,6,0
GO301_24_2892,,-2m 22s,2024-08-01 13:36:22-04:00,20240801,0,12,0
GO301_24_1551,,2m 27s,2024-08-01 13:10:27-04:00,20240801,0,10,1
GO301_24_2753,,-1m 20s,2024-08-01 13:01:20-04:00,20240801,0,7,1
GO301_24_555,,2m 14s,2024-08-01 13:36:14-04:00,20240801,0,3,1
GO301_24_1295,,-3m 57s,2024-08-01 13:13:57-04:00,20240801,0,1,1
GO301_24_157,,9m 50s,2024-08-01 13:44:50-04:00,20240801,0,1,1
GO301_24_1651_1,,-1m 16s,2024-08-01 13:39:16-04:00,20240801,0,10,1
GO301_24_753_2,,-3m 24s,2024-08-01 13:28:24-04:00,20240801,0,2,1
GO301_24_853,,-1m 13s,2024-08-01 13:24:13-04:00,20240801,0,6,1
GO301_24_1753,,0m 50s,2024-08-01 13:28:50-04:00,20240801,0,8,1
GO301_24_2752,,1m 59s,2024-08-01 13:46:59-04:00,20240801,0,7,0
GO301_24_1951_2,,-2m 50s,2024-08-01 13:48:50-04:00,20240801,0,4,1
GO301_24_1952,,-1m 39s,2024-08-01 13:51:39-04:00,20240801,0,4,0
GO301_24_159,,-2m 41s,2024-08-01 13:53:41-04:00,20240801,0,1,1
GO301_24_156,,0m 9s,2024-08-01 13:55:09-04:00,20240801,0,1,0
GO301_24_1652,,-1m 54s,2024-08-01 13:58:54-04:00,20240801,0,10,0
GO301_24_2755,,-3m 19s,2024-08-01 13:59:19-04:00,20240801,0,7,1
GO301_24_752,,-5m 28s,2024-08-01 14:04:28-04:00,20240801,0,2,0
GO301_24_1752,,-3m 53s,2024-08-01 14:03:53-04:00,20240801,0,8,0
GO301_24_2898,,-1m 9s,2024-08-01 14:07:09-04:00,20240801,0,12,0
GO301_24_1297,,-4m 26s,2024-08-01 14:12:26-04:00,20240801,0,1,1
GO301_24_258,,-1m 24s,2024-08-01 14:13:24-04:00,20240801,0,1,0
GO301_24_1553,,-3m 4s,2024-08-01 14:14:04-04:00,20240801,0,10,1
GO301_24_854,,-1m 7s,2024-08-01 14:18:07-04:00,20240801,0,6,0
GO301_24_855,,-1m 51s,2024-08-01 14:21:51-04:00,20240801,0,6,1
GO301_24_2056,,-2m 0s,2024-08-01 14:22:00-04:00,20240801,0,4,0
GO301_24_1755,,0m 40s,2024-08-01 14:25:40-04:00,20240801,0,8,1
GO301_24_2053_2,,2m 29s,2024-08-01 14:26:29-04:00,20240801,0,4,1
GO301_24_1554,,-1m 21s,2024-08-01 14:28:21-04:00,20240801,0,10,0
GO301_24_755_2,,-1m 27s,2024-08-01 14:30:27-04:00,20240801,0,2,1
GO301_24_13,,4m 22s,2024-08-01 14:31:22-04:00,20240801,0,5,1
GO301_24_557,,-2m 22s,2024-08-01 14:34:22-04:00,20240801,0,3,1
GO301_24_2900,,0m 35s,2024-08-01 14:38:35-04:00,20240801,0,12,0
GO301_24_1653_1,,3m 9s,2024-08-01 14:43:09-04:00,20240801,0,10,1
GO301_24_2754,,-1m 58s,2024-08-01 14:44:58-04:00,20240801,0,7,0
GO301_24_161,,3m 59s,2024-08-01 14:48:59-04:00,20240801,0,1,1
GO301_24_1954,,-1m 28s,2024-08-01 14:49:28-04:00,20240801,0,4,0
GO301_24_1953_2,,0m 29s,2024-08-01 14:50:29-04:00,20240801,0,4,1
GO301_24_158,,-4m 42s,2024-08-01 14:52:42-04:00,20240801,0,1,0
GO301_24_163,,-1m 15s,2024-08-01 14:54:15-04:00,20240801,0,1,1
GO301_24_160,,-3m 4s,2024-08-01 14:56:04-04:00,20240801,0,1,0
GO301_24_1654,,0m 15s,2024-08-01 14:59:15-04:00,20240801,0,10,0
GO301_24_2757,,-3m 45s,2024-08-01 14:59:45-04:00,20240801,0,7,1
GO301_24_754,,-2m 19s,2024-08-01 15:00:19-04:00,20240801,0,2,0
GO301_24_162,,-1m 54s,2024-08-01 15:05:54-04:00,20240801,0,1,0
GO301_24_1754,,-2m 58s,2024-08-01 15:07:58-04:00,20240801,0,8,0
GO301_24_2902,,1m 53s,2024-08-01 15:09:53-04:00,20240801,0,12,0
GO301_24_1555,,1m 24s,2024-08-01 15:09:24-04:00,20240801,0,10,1
GO301_24_856,,0m 28s,2024-08-01 15:13:28-04:00,20240801,0,6,0
GO301_24_1299,,-1m 59s,2024-08-01 15:15:59-04:00,20240801,0,1,1
GO301_24_2756,,-3m 27s,2024-08-01 15:16:27-04:00,20240801,0,7,0
GO301_24_1956,,-1m 27s,2024-08-01 15:16:27-04:00,20240801,0,4,0
