trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_6820_2,,1m 36s,2024-07-20 10:10:36-04:00,20240720,0,6,0
GO301_24_6216,,0m 36s,2024-07-20 09:35:36-04:00,20240720,0,1,0
GO301_24_7616_3,,2m 42s,2024-07-20 09:59:42-04:00,20240720,0,10,0
GO301_24_6718,,1m 35s,2024-07-20 10:03:35-04:00,20240720,0,2,0
GO301_24_6218,,1m 16s,2024-07-20 10:34:16-04:00,20240720,0,1,0
GO301_24_6120,,0m 6s,2024-07-20 09:06:06-04:00,20240720,0,1,0
GO301_24_8716_2,,-3m 47s,2024-07-20 09:42:47-04:00,20240720,0,7,0
GO301_24_7916,,0m 53s,2024-07-20 09:51:53-04:00,20240720,0,4,0
GO301_24_6817_1,,1m 17s,2024-07-20 10:04:17-04:00,20240720,0,6,1
GO301_24_6818,,1m 44s,2024-07-20 09:55:44-04:00,20240720,0,6,0
GO301_24_6124,,1m 6s,2024-07-20 10:07:06-04:00,20240720,0,1,0
GO301_24_6215,,3m 41s,2024-07-20 10:15:41-04:00,20240720,0,1,1
GO301_24_6123,,1m 28s,2024-07-20 10:31:28-04:00,20240720,0,1,1
GO301_24_7520_3,,2m 48s,2024-07-20 10:26:48-04:00,20240720,0,10,0
GO301_24_7104,,3m 35s,2024-07-20 10:30:35-04:00,20240720,0,1,0
GO301_24_8020,,2m 38s,2024-07-20 10:23:38-04:00,20240720,0,4,0
GO301_24_8717_1,,-2m 4s,2024-07-20 09:41:04-04:00,20240720,0,7,1
GO301_24_8015_2,,-3m 36s,2024-07-20 09:43:36-04:00,20240720,0,4,1
GO301_24_7615_2,,-3m 26s,2024-07-20 10:37:26-04:00,20240720,0,10,1
GO301_24_7915,,-3m 24s,2024-07-20 10:18:24-04:00,20240720,0,4,1
GO301_24_7517_3,,-2m 17s,2024-07-20 10:06:17-04:00,20240720,0,10,1
GO301_24_7716,,1m 10s,2024-07-20 10:04:10-04:00,20240720,0,8,0
GO301_24_8856,,-2m 18s,2024-07-20 10:20:18-04:00,20240720,0,12,0
GO301_24_7715,,-1m 25s,2024-07-20 10:23:25-04:00,20240720,0,8,1
GO301_24_6721,,1m 2s,2024-07-20 10:34:02-04:00,20240720,0,2,1
GO301_24_8860,,-1m 22s,2024-07-20 10:41:22-04:00,20240720,0,12,0
GO301_24_8718_1,,-4m 45s,2024-07-20 10:41:45-04:00,20240720,0,7,0
GO301_24_8017_2,,-5m 59s,2024-07-20 10:41:59-04:00,20240720,0,4,1
GO301_24_8719_2,,-2m 58s,2024-07-20 10:41:58-04:00,20240720,0,7,1
GO301_24_8014,,0m 36s,2024-07-20 08:21:36-04:00,20240720,0,4,0
GO301_24_7920,,0m 29s,2024-07-20 10:51:29-04:00,20240720,0,4,0
GO301_24_6126,,1m 50s,2024-07-20 10:55:50-04:00,20240720,0,1,0
GO301_24_7620_3,,1m 47s,2024-07-20 10:58:47-04:00,20240720,0,10,0
GO301_24_7718,,-3m 39s,2024-07-20 11:00:39-04:00,20240720,0,8,0
GO301_24_6720,,0m 23s,2024-07-20 11:02:23-04:00,20240720,0,2,0
GO301_24_6823_2,,3m 37s,2024-07-20 11:06:37-04:00,20240720,0,6,1
GO301_24_6128,,2m 21s,2024-07-20 11:08:21-04:00,20240720,0,1,0
GO301_24_7519_3,,0m 48s,2024-07-20 11:08:48-04:00,20240720,0,10,1
GO301_24_6217,,-1m 29s,2024-07-20 11:10:29-04:00,20240720,0,1,1
GO301_24_6822_2,,3m 25s,2024-07-20 11:12:25-04:00,20240720,0,6,0
GO301_24_6511_2,,2m 26s,2024-07-20 11:12:26-04:00,20240720,0,3,1
GO301_24_7917_4,,3m 59s,2024-07-20 11:20:59-04:00,20240720,0,4,1
GO301_24_8022,,1m 39s,2024-07-20 11:22:39-04:00,20240720,0,4,0
GO301_24_8864,,0m 18s,2024-07-20 11:22:18-04:00,20240720,0,12,0
GO301_24_7717,,0m 5s,2024-07-20 11:24:05-04:00,20240720,0,8,1
GO301_24_7522_3,,3m 42s,2024-07-20 11:27:42-04:00,20240720,0,10,0
GO301_24_6127,,1m 16s,2024-07-20 11:31:16-04:00,20240720,0,1,1
GO301_24_6723,,-1m 56s,2024-07-20 11:32:56-04:00,20240720,0,2,1
GO301_24_6220,,-1m 54s,2024-07-20 11:34:54-04:00,20240720,0,1,0
GO301_24_7617_2,,-3m 53s,2024-07-20 11:37:53-04:00,20240720,0,10,1
GO301_24_8019_2,,-5m 33s,2024-07-20 11:41:33-04:00,20240720,0,4,1
GO301_24_8868,,0m 43s,2024-07-20 11:42:43-04:00,20240720,0,12,0
GO301_24_8720_3,,-1m 14s,2024-07-20 11:46:14-04:00,20240720,0,7,0
GO301_24_6129,,-2m 9s,2024-07-20 11:47:09-04:00,20240720,0,1,1
GO301_24_7922,,0m 38s,2024-07-20 11:51:38-04:00,20240720,0,4,0
GO301_24_6130,,0m 33s,2024-07-20 11:54:33-04:00,20240720,0,1,0
GO301_24_7622_3,,1m 23s,2024-07-20 11:58:23-04:00,20240720,0,10,0
GO301_24_6722,,0m 42s,2024-07-20 12:02:42-04:00,20240720,0,2,0
GO301_24_7720,,1m 37s,2024-07-20 12:04:37-04:00,20240720,0,8,0
GO301_24_7106,,-1m 52s,2024-07-20 12:05:52-04:00,20240720,0,1,0
GO301_24_6219,,-6m 39s,2024-07-20 12:05:39-04:00,20240720,0,1,1
GO301_24_6824_2,,-3m 23s,2024-07-20 12:06:23-04:00,20240720,0,6,0
GO301_24_7521_3,,0m 52s,2024-07-20 12:08:52-04:00,20240720,0,10,1
GO301_24_6132,,0m 4s,2024-07-20 12:13:04-04:00,20240720,0,1,0
GO301_24_8721_2,,31m 17s,2024-07-20 12:14:17-04:00,20240720,0,7,1
