trip_id,direction,delay_formatted,local_arrival_time,start_date,schedule_relationship,route_id,direction_id
GO301_24_1666,,50m 38s,2024-07-05 19:37:38-04:00,20240705,0,10,0
GO301_24_880,,-10m 35s,2024-07-05 19:29:35-04:00,20240705,0,6,0
GO301_24_2076,,-1m 54s,2024-07-05 20:22:54-04:00,20240705,0,4,0
GO301_24_1670,,-2m 13s,2024-07-05 19:54:13-04:00,20240705,0,10,0
GO301_24_286,,-4m 49s,2024-07-05 20:31:49-04:00,20240705,0,1,0
GO301_24_780,,-1m 49s,2024-07-05 20:12:49-04:00,20240705,0,2,0
GO301_24_566,,1m 21s,2024-07-05 18:42:21-04:00,20240705,0,3,0
GO301_24_180,,0m 23s,2024-07-05 19:43:23-04:00,20240705,0,1,0
GO301_24_181,,-2m 49s,2024-07-05 19:45:49-04:00,20240705,0,1,1
GO301_24_267,,-3m 58s,2024-07-05 20:08:58-04:00,20240705,0,1,1
GO301_24_1565,,-1m 5s,2024-07-05 20:14:05-04:00,20240705,0,10,1
GO301_24_182,,0m 58s,2024-07-05 20:08:58-04:00,20240705,0,1,0
GO301_24_1576,,-2m 46s,2024-07-05 20:13:46-04:00,20240705,0,10,0
GO301_24_1580,,-1m 41s,2024-07-05 20:30:41-04:00,20240705,0,10,0
GO301_24_184,,0m 39s,2024-07-05 20:19:39-04:00,20240705,0,1,0
GO301_24_882,,0m 7s,2024-07-05 20:04:07-04:00,20240705,0,6,0
GO301_24_183,,-2m 30s,2024-07-05 20:29:30-04:00,20240705,0,1,1
GO301_24_284,,1m 1s,2024-07-05 20:13:01-04:00,20240705,0,1,0
GO301_24_1767,,-1m 4s,2024-07-05 20:17:04-04:00,20240705,0,8,1
GO301_24_1667,,0m 6s,2024-07-05 20:35:06-04:00,20240705,0,10,1
GO301_24_769,,0m 25s,2024-07-05 20:25:25-04:00,20240705,0,2,1
GO301_24_2067,,-2m 31s,2024-07-05 20:54:31-04:00,20240705,0,4,1
GO301_24_185,,-2m 54s,2024-07-05 20:45:54-04:00,20240705,0,1,1
